Feature,Mean_IC,Abs_IC,IC_Std,Positive_IC_Pct,Observations,ICIR,Alpha_Score,Global_Weight,Rolling_IC,Rolling_ICIR,Rolling_Rank,Rolling_Weight,IC_Volatility,IC_FlipRate,Rolling_IC_Volatility,Rolling_ICIR_Volatility,Stability_Score,Stability_Multiplier,Stability_Weight,Stability_Rank,Cluster_ID,Cluster_Size,Representative,Dropped_By_Cluster,Cluster_Weight,Diversification_Multiplier,Regime,Regime_Mean_IC,Regime_Abs_IC,Regime_ICIR,Regime_Alpha_Score,Regime_Positive_IC_Pct,Regime_Observations,Regime_Weight,Historical_IC,Recent_IC,IC_Delta,Historical_ICIR,Recent_ICIR,ICIR_Delta,Recent_Positive_Pct,IC_Trend,Decay_Score,Decay_Multiplier,Decay_Weight,Feature_Rank,Use_Feature,Rolling_Component,Stability_Component,Regime_Component,Decay_Component,Diversification_Component,Rolling_Contribution,Stability_Contribution,Regime_Contribution,Decay_Contribution,Diversification_Contribution,Final_IC_Score,Adaptive_Weight,Adaptive_Score
RSI,-0.0008617669960922911,0.19258601689631688,0.23910505825398443,0.5031446540880503,3021,-0.0036041353486247103,0.07323089357263626,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0008617669960922891,0.08856275303643726,0.08942452003252956,-0.003604732010384199,0.5131029773770169,0.5167077093874012,0.6166666666666667,2.892680578859148e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
RSI_Z,-0.0008662697680648795,0.19258274681778423,0.23910363546327168,0.5031446540880503,3021,-0.003622988679212103,0.07321917340922142,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0008662697680648779,0.08856275303643726,0.08942902280450214,-0.0036235884621255766,0.5131029773770169,0.5167265658391426,0.6166666666666667,2.8918108437873345e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Reversal_10,-0.0004154268432575118,0.19667901191098358,0.24467061767342022,0.4885799404170804,3021,-0.0016979024515077245,0.07222851666125556,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0004154268432575105,-0.042908232118758445,-0.042492805275500936,-0.0016981835379171553,-0.2532252192598202,-0.25152703572190305,0.4,-2.2149970795083682e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volume_Ratio,-0.0007805504564217995,0.17645494245583013,0.2208992948880968,0.4946984758117959,3018,-0.0035335126501137015,0.07202717427728031,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0007805504564218003,-0.015533063427800269,-0.014752512971378468,-0.003534098201966944,-0.09179876311493712,-0.08826466491297018,0.4666666666666667,-1.944847542558072e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volume_Ratio_Z,-0.0009573925424571162,0.17643853029074139,0.22087541507287525,0.4946984758117959,3018,-0.004334536452627375,0.0715335585600872,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0009573925424571165,-0.015533063427800269,-0.014575670885343152,-0.00433525474518894,-0.09179876311493712,-0.08746350836974819,0.4666666666666667,-2.2900783514375995e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Gap,-0.0011129753051340257,0.18222051386911603,0.22604922017878265,0.4963552021206097,3018,-0.004923597167599936,0.07141140928437129,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0011129753051340237,0.03730431848852902,0.03841729379366304,-0.004924413075658525,0.24269824073630872,0.24762265381196724,0.55,-1.9058716058327239e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_Vol,-0.0018175848368082884,0.18707954318402562,0.2331487736562399,0.5081098973849718,3021,-0.007795815523749497,0.07138351061864107,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0018175848368082875,0.0568927125506073,0.05871029738741559,-0.007797106114850183,0.36182964380127597,0.36962674991612615,0.6166666666666667,1.7250191518188304e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_Vol_Z,-0.001830666358278458,0.18706646166255542,0.23314613578189336,0.5081098973849718,3021,-0.007852012405382613,0.0713486778773018,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0018306663582784582,0.0568927125506073,0.05872337890888576,-0.007853312299832656,0.36182964380127597,0.36968295610110863,0.6166666666666667,1.7224869021773826e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Gap_Z,-0.0011639103325523472,0.1821410637825255,0.2259790984157369,0.49586229725256536,3021,-0.005150522041912757,0.07119738436506708,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0011639103325523461,0.039416329284750334,0.04058023961730268,-0.005151374706767384,0.2544958170960461,0.2596471918028135,0.55,-1.7730961097033012e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volume_Change_Z,-0.0017640474390695784,0.17347859211784802,0.21668299207866734,0.4988391376451078,3015,-0.008141143954150274,0.06981902724026265,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0017640474390695786,0.015094466936572204,0.016858514375641783,-0.00814249439687609,0.09191406053777815,0.10005655493465423,0.5666666666666667,-1.3838019901755592e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volume_Change,-0.0018190579954569365,0.1734688604155791,0.2166769834638991,0.4981757877280265,3015,-0.00839525249974121,0.06956326188570923,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0018190579954569365,0.015094466936572204,0.01691352493202914,-0.008396645093673157,0.09191406053777815,0.10031070563145131,0.5666666666666667,-1.0580342317558004e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Lag3,-0.0017646110966146658,0.18698791184512065,0.23274178196789036,0.4917163684559311,3018,-0.007581840587936529,0.06905805961604017,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0017646110966146656,0.004300019522167479,0.006064630618782145,-0.007583097003647424,0.022150818988220865,0.02973391599186829,0.5,7.60283588111619e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Range_Position,-0.002503132241273339,0.18628585885966006,0.23196932320042285,0.502151605428666,3021,-0.010790789902507187,0.06863686669553894,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0025031322412733354,0.07490553306342781,0.07740866530470115,-0.010792576309249976,0.4519866770859418,0.46277925339519177,0.6333333333333333,2.1817399848682367e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Range_Position_Z,-0.002508551987455119,0.18628200865458683,0.23196090229491537,0.502151605428666,3021,-0.010814546554277481,0.06862217461321074,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.002508551987455117,0.07490553306342781,0.07741408505088293,-0.010816336893915209,0.4519866770859418,0.462803013979857,0.6333333333333333,2.1806953408444645e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Lag2,-0.00471854904015003,0.18814959355635189,0.23258442587885733,0.4960238568588469,3018,-0.02028746766698919,0.06182990659993797,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.00471854904015003,0.02398469967844188,0.02870324871859191,-0.02029082958060573,0.12257838781007199,0.14286921739067773,0.5833333333333334,7.539899847377313e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_Rank,-0.005343085392558057,0.19615443651812306,0.24563234675728945,0.5001655081098973,3021,-0.02175236869794359,0.061458097814848206,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.005343085392558057,0.03318151147098516,0.03852459686354322,-0.02175596978539635,0.18845533481448096,0.2102113045998773,0.5333333333333333,1.897139103565334e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volume_MA,-0.004817733331504152,0.19269112677541816,0.23865568628116662,0.4922211188348229,3021,-0.0201869621729494,0.061285018630650015,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.004817733331504151,-0.05429824561403509,-0.04948051228253094,-0.020190304108588276,-0.3588280051252018,-0.3386377010166135,0.36666666666666664,1.1183173471182334e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum,-0.00570269073162757,0.20242507211139707,0.251672054899541,0.5004998333888704,3001,-0.022659213043119464,0.06090160061512658,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.005702690731627567,0.041713900134952776,0.047416590866580344,-0.02266298926395278,0.21388717408875182,0.2365501633527046,0.55,2.655486617855708e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Price_to_MA20,-0.005835823745159941,0.19858663656300454,0.24762551429973276,0.49520026481297585,3021,-0.023567134178786458,0.059567368800065836,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.005835823745159941,0.06066801619433199,0.06650383993949194,-0.02357103569923097,0.31339776775403305,0.336968803453264,0.5833333333333334,2.3409042464916724e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Trend_Z,-0.006791539898558973,0.1909668397251572,0.23628286796131745,0.48916636063165625,2723,-0.028743259841113727,0.0555286992125682,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.006791539898558971,-0.02310415075120957,-0.0163126108526506,-0.02874853916152181,-0.12201910595858619,-0.09327056679706437,0.35,1.083064642675838e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Vol_Z,-0.007810635018838375,0.17765985458963687,0.2216505830964661,0.47829083390764987,2902,-0.03523850411077218,0.05001925731957127,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.007810635018838374,0.008412493288654281,0.016223128307492656,-0.035244577097280294,0.04558347975879639,0.08082805685607669,0.5166666666666667,-1.8210197972499488e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
BB_Z20,-0.009265708606762933,0.1874640599840379,0.23489162985136977,0.49189010261502814,3021,-0.039446737941148315,0.04930809694259377,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.009265708606762933,0.0532557354925776,0.06252144409934053,-0.039453268317448865,0.33084800855898144,0.37030127687643033,0.6166666666666667,2.191592610873297e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MACD_Hist,-0.008831690107286266,0.1832266218341365,0.22864459525930428,0.47964250248262164,3021,-0.03862627961375613,0.04805241455264149,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.008831690107286268,0.016005398110661276,0.024837088217947542,-0.038632674163828054,0.0914413820110229,0.13007405617485096,0.5,1.1277079254599217e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MACD_Hist_Z,-0.008845355980984545,0.1832109155569971,0.22863129719272293,0.47964250248262164,3021,-0.03868829880644085,0.048014204234555415,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.008845355980984546,0.016005398110661276,0.024850754091645822,-0.038694703623741125,0.0914413820110229,0.13013608563476403,0.5,1.1250424851806892e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Price_to_MA10,-0.009533147670969863,0.19215755660376643,0.2390773274556216,0.4799735187024164,3021,-0.03987474568396577,0.04720497337789033,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.009533147670969863,0.03375843454790824,0.043291582218878105,-0.03988134691661047,0.18379196503784845,0.22367331195445891,0.55,1.2635514915692616e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
BB_Z10,-0.011298938954910914,0.18268731773798952,0.22730571221451945,0.4812975835815955,3021,-0.04970811685779123,0.04146549157898088,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.011298938954910912,0.034008097165991916,0.045307036120902824,-0.04971634599726306,0.21176508347384543,0.2614814294711085,0.6166666666666667,1.3576605528343918e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Regime_Score,-0.013510283202850939,0.18997771971029626,0.23510816899665468,0.4730077120822622,2723,-0.05746411621103246,0.0352928079354162,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.013510283202850939,0.0009974216959511165,0.014507704898802055,-0.057474670736967104,0.004634934942463674,0.06210960567943078,0.43333333333333335,2.333128564342964e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Log_Return,-0.015129290322449388,0.18825225038399315,0.23382618146509299,0.4777998674618953,3018,-0.06470314899276937,0.03154446107652631,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.015129290322449388,-0.005149968383411784,0.009979321939037604,-0.06471387119828104,-0.02617992777873854,0.0385339434195425,0.5333333333333333,9.260143799023429e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return,-0.015129290322449388,0.18825225038399315,0.23382618146509299,0.4777998674618953,3018,-0.06470314899276937,0.03154446107652631,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.015129290322449388,-0.005149968383411784,0.009979321939037604,-0.06471387119828104,-0.02617992777873854,0.0385339434195425,0.5333333333333333,9.260143799023429e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Lag1,-0.015129290322449388,0.18825225038399315,0.23382618146509299,0.4777998674618953,3018,-0.06470314899276937,0.03154446107652631,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.015129290322449388,-0.005149968383411784,0.009979321939037604,-0.06471387119828104,-0.02617992777873854,0.0385339434195425,0.5333333333333333,9.260143799023429e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Z,-0.015147658913591861,0.18823466734349495,0.23379371425502476,0.4777998674618953,3018,-0.06479070191030853,0.03149079639453703,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.015147658913591863,-0.005149968383411784,0.00999769053018008,-0.06480143862454799,-0.02617992777873854,0.03862151084580945,0.5333333333333333,9.22440694469371e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Rank,-0.01515448198475595,0.188229496322264,0.23378385244299055,0.4777998674618953,3018,-0.06482262038875773,0.031471194310040744,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.015154481984755951,-0.005149968383411784,0.010004513601344169,-0.06483336239232994,-0.02617992777873854,0.0386534346135914,0.5333333333333333,9.211196300673777e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Vol_Regime,-0.022471324528750194,0.20683425774786993,0.2536448348168377,0.4574644157563721,3021,-0.08859366072399444,0.013151751606633802,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.022471324528750194,-0.020019631484638437,0.0024516930441117572,-0.08860832733453687,-0.11559958252967303,-0.026991255195136163,0.4,-3.4279485095039655e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_Z,-0.023131093147436253,0.19216171610025137,0.23817171759051617,0.4627842866988284,2902,-0.09711939471371525,0.009062647968049987,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.023131093147436253,0.027892740539799357,0.051023833687235606,-0.09713613222255231,0.12146793725135682,0.21860406947390915,0.5666666666666667,2.8735006629845336e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volatility_Z,-0.027571935415578668,0.22074649220948084,0.2693122374785667,0.4644157563720622,3021,-0.10237906591747031,0.005082296576527048,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.027571935415578668,-0.0062618083670715205,0.021310127048507148,-0.10239601469095572,-0.03176911268051397,0.07062690201044175,0.4666666666666667,-2.243671689910677e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volatility_Rank,-0.02757337665548678,0.22074793344938898,0.2693128616955355,0.4644157563720622,3021,-0.10238418016691289,0.005079051367361198,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.02757337665548678,-0.0062618083670715205,0.02131156828841526,-0.10240112978705825,-0.03176911268051397,0.07063201710654428,0.4666666666666667,-2.2464965877281574e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
PE_Rank,-0.025866844793473707,0.19287723746619576,0.2374624838012996,0.46838795100959946,3021,-0.10893023719143757,0.002586508758107134,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.02586684479347371,0.13608778115743717,0.16195462595091087,-0.10894827050614316,0.9381534262644733,1.0471016967706164,0.7833333333333333,-1.619977293470367e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
PE_Z,-0.027630497988995553,0.1917141903258634,0.23628937147216317,0.46739490235021514,3021,-0.11693500092667372,-0.0024941645538369417,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.027630497988995553,0.13560508067362145,0.163235578662617,-0.116954359423691,0.9341396748736999,1.051094034297391,0.7833333333333333,-1.5142080307617557e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Volatility,-0.03228195336775988,0.22948042062362914,0.2793952279206312,0.46017994001999335,3001,-0.11554224992485583,-0.004205832465999676,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.03228195336775988,0.0031815114709851534,0.03546346483874503,-0.11556150536195497,0.015983217313004772,0.13154472267495976,0.5166666666666667,-2.3536705503632765e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
PE,-0.02882995520588384,0.19115745781145516,0.2352845280338999,0.4657398212512413,3021,-0.12253230301313184,-0.006180780031301472,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.02882995520588383,0.13655360400195857,0.1653835592078424,-0.12255258813908691,0.9474100387136585,1.0699626268527453,0.7833333333333333,-1.6254204847539434e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
PE_Change,-0.029294918146425004,0.18616984410668305,0.2296847894911027,0.45294897282968855,3018,-0.12754400534657867,-0.010995332460092488,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.02929491814642501,-0.022865825887598175,0.006429092258826836,-0.1275651411499869,-0.1136479130499752,0.013917228100011711,0.4666666666666667,1.2498864941420912e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EPS_Growth,-0.054473995741181176,0.13126589071489433,0.17468360727650084,0.18181818181818182,11,-0.3118437744596855,-0.1605835474024541,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EPS_Growth_Z,-0.056888103372680104,0.13367999834639327,0.17068639070302397,0.18181818181818182,11,-0.3332902102216755,-0.17310331936099826,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
